Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber,address_line1,address_line2,city,state,postal_code
PCC (cement) Support Clamp,"M/s. Sri Ganesh Electrical, Shop-7, Auto Nagar, Hyderabad Road, Raichur. Ph:9844477708",3564-57 Dated:18.10.2023,17.10.2025,02 Years,9844477708,M/s. Sri Ganesh Electrical,Shop-7,Raichur,,
Top Support for HT and LT,"M/s. Sri Ganesh Electrical, Shop-7, Auto Nagar, Hyderabad Road, Raichur. Ph:9844477708",3564-57 Dated:18.10.2023,17.10.2025,02 Years,9844477708,M/s. Sri Ganesh Electrical,Shop-7,Raichur,,
RCC Clamp,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
2 RCC Clamp,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
8 Ft. X Arm,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
11 Mtr PSC poles,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
TTC Support,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
25kV/4kA/100kV T/C Structure,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
GI Stay Set,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
Shackle Insulator,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
33kV V Cross Arm,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
33kV D.P. Structure,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
11kV GI V Cross Arm,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
11kV GI Top Rod,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
11kV GI V Top Rod,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
11kV Glass 200 Amps GOS Set,"M/s. Shree Samartheshwari Fabricators, Syed Kirmani School Road, Near State Bank of India, Chittapur, Dist: Kalaburagi-585412 Ph: 9448052777",35636-61 Dtd: 18.10.2023,17.10.2025,02 Years,9448052777,M/s. Shree Samartheshwari Fabricators,Syed Kirmani School Road,Dist: Kalaburagi-,,585412
RCC Mr Poles 14/5/8.6 W/L,"M/s. Srikruti Industries, Plot No. C-4, A-0, KIADB, Industrial Area 2nd Stage Gulbarga-585104 Mobile: 9448092777",35626-65 Dtd: 18.10.2023,17.10.2025,02 Years,9448092777,M/s. Srikruti Industries,Plot No. C-4,Industrial Area 2nd Stage Gulbarga-,,585104
PSC Mr Poles 20/5/8.6 W/L,"M/s. Srikruti Industries, Plot No. C-4, A-0, KIADB, Industrial Area 2nd Stage Gulbarga-585104 Mobile: 9448092777",35626-65 Dtd: 18.10.2023,17.10.2025,02 Years,9448092777,M/s. Srikruti Industries,Plot No. C-4,Industrial Area 2nd Stage Gulbarga-,,585104
PSC Mr Poles 20/6 W/L,"M/s. Srikruti Industries, Plot No. C-4, A-0, KIADB, Industrial Area 2nd Stage Gulbarga-585104 Mobile: 9448092777",35626-65 Dtd: 18.10.2023,17.10.2025,02 Years,9448092777,M/s. Srikruti Industries,Plot No. C-4,Industrial Area 2nd Stage Gulbarga-,,585104
PSC Mr Poles 20/6 W/L,"M/s. Srikruti Industries, Plot No. C-4, A-0, KIADB, Industrial Area 2nd Stage Gulbarga-585104 Mobile: 9448092777",35626-65 Dtd: 18.10.2023,17.10.2025,02 Years,9448092777,M/s. Srikruti Industries,Plot No. C-4,Industrial Area 2nd Stage Gulbarga-,,585104
PSC Mr Poles 14/0.6 W/L,"M/s. Srikruti Industries, Plot No. C-4, A-0, KIADB, Industrial Area 2nd Stage Gulbarga-585104 Mobile: 9448092777",35626-65 Dtd: 18.10.2023,17.10.2025,02 Years,9448092777,M/s. Srikruti Industries,Plot No. C-4,Industrial Area 2nd Stage Gulbarga-,,585104
"200kVA and 250kVA, Outdoor type, Aluminium wound CRGO Core Distribution Transformers","M/s. Venkas Switchgears, No. 15/6, 10th Main Road, 3rd Phase, 2nd Stage, Industrial Suburb, Yeshwanthpur, Bangalore-560022 Ph: 9844021560",35606-69 Dtd: 18.10.2023,17.10.2025,02 Years,9844021560,M/s. Venkas Switchgears,No. 15/6,Bangalore-,,560022
"63kVA, 100kVA and 200kVA, Outdoor type, Aluminium/Copper wound CRGO Core Distribution Transformers EEL/2.4 (4-star)","M/s. Venkas Switchgears, No. 15/6, 10th Main Road, 3rd Phase, 2nd Stage, Industrial Suburb, Yeshwanthpur, Bangalore-560022 Ph: 9844021560",35606-69 Dtd: 18.10.2023,17.10.2025,02 Years,9844021560,M/s. Venkas Switchgears,No. 15/6,Bangalore-,,560022
Cable Glands,"M/s. CLEON Optipacks Pvt. Ltd., AP 405/A2, GIDC, Udyog Nagar, Jamnagar - Gujarat - 361004. Ph: 9409152610",5361-64 Dtd: 30.01.2024,30.01.2026,02 Years,9409152610,M/s. CLEON Optipacks Pvt. Ltd,AP 405/A2,Jamnagar - Gujarat - ,,361004
11kV VCB Panel,"M/s. V. Venkanna Electricals, Plot No. 65, Shanti Nagar, Raichur. Dist: Raichur Ph: 8887707102 / 9900883715",3507-73 Dtd: 18.10.2023,17.10.2025,02 Years,8887707102 / 9900883715,M/s. V. Venkanna Electricals,Plot No. 65,Raichur. Dist: Raichur   /,,
11kV VCB Panel (Outdoor),"M/s. V. Venkanna Electricals, Plot No. 65, Shanti Nagar, Raichur. Dist: Raichur Ph: 8887707102 / 9900883715",3507-73 Dtd: 18.10.2023,17.10.2025,02 Years,8887707102 / 9900883715,M/s. V. Venkanna Electricals,Plot No. 65,Raichur. Dist: Raichur   /,,
11kV VCB Panel (Indoor),"M/s. V. Venkanna Electricals, Plot No. 65, Shanti Nagar, Raichur. Dist: Raichur Ph: 8887707102 / 9900883715",3507-73 Dtd: 18.10.2023,17.10.2025,02 Years,8887707102 / 9900883715,M/s. V. Venkanna Electricals,Plot No. 65,Raichur. Dist: Raichur   /,,
LT Panel,"M/s. V. Venkanna Electricals, Plot No. 65, Shanti Nagar, Raichur. Dist: Raichur Ph: 8887707102 / 9900883715",3507-73 Dtd: 18.10.2023,17.10.2025,02 Years,8887707102 / 9900883715,M/s. V. Venkanna Electricals,Plot No. 65,Raichur. Dist: Raichur   /,,
LT VCB Panel,"M/s. V. Venkanna Electricals, Plot No. 65, Shanti Nagar, Raichur. Dist: Raichur Ph: 8887707102 / 9900883715",3507-73 Dtd: 18.10.2023,17.10.2025,02 Years,8887707102 / 9900883715,M/s. V. Venkanna Electricals,Plot No. 65,Raichur. Dist: Raichur   /,,
LT Metering Cubicle,"M/s. V. Venkanna Electricals, Plot No. 65, Shanti Nagar, Raichur. Dist: Raichur Ph: 8887707102 / 9900883715",3507-73 Dtd: 18.10.2023,17.10.2025,02 Years,8887707102 / 9900883715,M/s. V. Venkanna Electricals,Plot No. 65,Raichur. Dist: Raichur   /,,
DP Structure,"M/s. Aryan Power System, Ltd. No. 96 2nd Cross, Prince Complex, Nehru Nagar, Bengaluru - 560020 Mob: 9535333771 Ph: 9535333771, 9539896457",3507-47 Dtd: 17.10.2023,17.10.2025,02 Years,9535333771 / 9535333771 / 9539896457,M/s. Aryan Power System,Ltd. No. 96 2nd Cross,Bengaluru -  Mob:,,560020
DP Structure,"M/s. Aryan Power System, Ltd. No. 96 2nd Cross, Prince Complex, Nehru Nagar, Bengaluru - 560020 Mob: 9535333771 Ph: 9535333771, 9539896457",3507-47 Dtd: 17.10.2023,17.10.2025,02 Years,9535333771 / 9535333771 / 9539896457,M/s. Aryan Power System,Ltd. No. 96 2nd Cross,Bengaluru -  Mob:,,560020
LT Pole,"M/s. Aryan Power System, Ltd. No. 96 2nd Cross, Prince Complex, Nehru Nagar, Bengaluru - 560020 Mob: 9535333771 Ph: 9535333771, 9539896457",3507-47 Dtd: 17.10.2023,17.10.2025,02 Years,9535333771 / 9535333771 / 9539896457,M/s. Aryan Power System,Ltd. No. 96 2nd Cross,Bengaluru -  Mob:,,560020
LT Pole,"M/s. Aryan Power System, Ltd. No. 96 2nd Cross, Prince Complex, Nehru Nagar, Bengaluru - 560020 Mob: 9535333771 Ph: 9535333771, 9539896457",3507-47 Dtd: 17.10.2023,17.10.2025,02 Years,9535333771 / 9535333771 / 9539896457,M/s. Aryan Power System,Ltd. No. 96 2nd Cross,Bengaluru -  Mob:,,560020
Guy Set (RCC Clamp),"M/s. Aryan Power System, Ltd. No. 96 2nd Cross, Prince Complex, Nehru Nagar, Bengaluru - 560020 Mob: 9535333771 Ph: 9535333771, 9539896457",3507-47 Dtd: 17.10.2023,17.10.2025,02 Years,9535333771 / 9535333771 / 9539896457,M/s. Aryan Power System,Ltd. No. 96 2nd Cross,Bengaluru -  Mob:,,560020
Guy Set (RCC Clamp),"M/s. Aryan Power System, Ltd. No. 96 2nd Cross, Prince Complex, Nehru Nagar, Bengaluru - 560020 Mob: 9535333771 Ph: 9535333771, 9539896457",3507-47 Dtd: 17.10.2023,17.10.2025,02 Years,9535333771 / 9535333771 / 9539896457,M/s. Aryan Power System,Ltd. No. 96 2nd Cross,Bengaluru -  Mob:,,560020
PCC Clamp (RCC Clamp),"M/s. Aryan Power System, Ltd. No. 96 2nd Cross, Prince Complex, Nehru Nagar, Bengaluru - 560020 Mob: 9535333771 Ph: 9535333771, 9539896457",3507-47 Dtd: 17.10.2023,17.10.2025,02 Years,9535333771 / 9535333771 / 9539896457,M/s. Aryan Power System,Ltd. No. 96 2nd Cross,Bengaluru -  Mob:,,560020
"1kV Aluminium XLPE Insulated Armoured Cable: 3½C x 25, 35, 50, 70, 95, 120 sq.mm","M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
"1kV Copper XLPE Insulated Armoured Cable: 4C x 2.5, 4, 6, 10, 16, 25, 35, 50, 70, 95, 120 sq.mm","M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
"11kV Copper XLPE Insulated Armoured Cable: 1C x 95, 120, 150, 185, 240, 300 sq.mm","M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
"11kV Aluminium XLPE Insulated Armoured Cable: 1C x 95, 120, 150, 185, 240, 300 sq.mm","M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
105/215kV SC-95 sq.mm Aluminium XLPE Insulated Armoured Cable,"M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
RCC-9.5 Mtr Pole-350 Kg. W/L,"M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
3Ph-4W LT Metering Cubicle (CT-3PT),"M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
"1125kVA RE/EL-1 CRGO Core Oil Cooled, Aluminium Wound, Distribution Transformer","M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
"215kVA, 100kVA and 25kVA RE/EL-2 CRGO Core, Oil Cooled Aluminium Wound","M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
"315kVA and 630kVA RE/EL-2 CRGO Core, Oil Cooled, Copper Wound, Distribution Transformer","M/s. Chandra Cables Ltd., Unit-1, Block No. 370, Near Kadi-Vithalapur Road, Vill. Koli, Dist. Gandhinagar-382721 Gujarat, India. Ph: 02764-232232/233352",5357540 Dtd: 31.01.2024; 5353536 Dtd: 31.01.2024; 5352869 Dtd: 31.01.2024; 5353452 Dtd: 31.01.2024,30.01.2026,02 Years,764-232232,M/s. Chandra Cables Ltd,Unit-1,India.  02/233352,,382721
"HT/LT Aluminum XLPE Armoured Cable: 3.5 Core x 1100, 95, 50, 35, 25, 16, 10, 6, 4, 2.5 sq.mm","M/s. Roonwal Wires and Cables, Gala No. 1, Roonwal Compound, Behind D.K. Gas, Shri Krishna Industrial Estate, Basak, Vasai (E), Dist. Palghar-401208. Ph: 9890677210",8/120 Dtd: 30.01.2026,30.01.2026,02 Years,9890677210,M/s. Roonwal Wires and Cables,Gala No. 1,Dist. Palghar-,,401208
"LT Copper PVC Insulated Armoured Cable: 2 Core x 2.5, 4, 6, 10, 16, 25, 35, 50, 70, 95, 120 sq.mm","M/s. Sri Venkateshwara Electrical Industries, Block No. 13, Industrial Estate, Sanath Nagar, Hyderabad-500018 (T.S. regn.)",539/92-94 Dtd: 31.10.2024,01.12.2025,02 Years,,M/s. Sri Venkateshwara Electrical Industries,Block No. 13,Hyderabad- (T.S. regn.),,500018
"HT XLPE Armoured Cables: 3.5 Core x 70, 95, 120, 150, 185, 240 sq.mm","M/s. Sri Venkateshwara Electrical Industries, Block No. 13, Industrial Estate, Sanath Nagar, Hyderabad-500018 (T.S. regn.)",539/92-94 Dtd: 31.10.2024,01.12.2025,02 Years,,M/s. Sri Venkateshwara Electrical Industries,Block No. 13,Hyderabad- (T.S. regn.),,500018
Isolator Structure 33 kV,"M/s. Sri Venkateshwara Electrical Industries, Block No. 13, Industrial Estate, Sanath Nagar, Hyderabad-500018 (T.S. regn.)",539/92-94 Dtd: 31.10.2024,01.12.2025,02 Years,,M/s. Sri Venkateshwara Electrical Industries,Block No. 13,Hyderabad- (T.S. regn.),,500018
"DP Structure (3.3 kV, 11 kV, 33 kV)","M/s. Sri Venkateshwara Electrical Industries, Block No. 13, Industrial Estate, Sanath Nagar, Hyderabad-500018 (T.S. regn.)",539/92-94 Dtd: 31.10.2024,01.12.2025,02 Years,,M/s. Sri Venkateshwara Electrical Industries,Block No. 13,Hyderabad- (T.S. regn.),,500018
CT PT Units,"M/s. Sri Venkateshwara Electrical Industries, Block No. 13, Industrial Estate, Sanath Nagar, Hyderabad-500018 (T.S. regn.)",539/92-94 Dtd: 31.10.2024,01.12.2025,02 Years,,M/s. Sri Venkateshwara Electrical Industries,Block No. 13,Hyderabad- (T.S. regn.),,500018
VCB Panel,"M/s. Sri Venkateshwara Electrical Industries, Block No. 13, Industrial Estate, Sanath Nagar, Hyderabad-500018 (T.S. regn.)",539/92-94 Dtd: 31.10.2024,01.12.2025,02 Years,,M/s. Sri Venkateshwara Electrical Industries,Block No. 13,Hyderabad- (T.S. regn.),,500018
"Line Materials: M+3, M+6, M+9, M+12 Towers (33/11 kV)","M/s. Sri Venkateshwara Electrical Industries, Block No. 13, Industrial Estate, Sanath Nagar, Hyderabad-500018 (T.S. regn.)",539/92-94 Dtd: 31.10.2024,01.12.2025,02 Years,,M/s. Sri Venkateshwara Electrical Industries,Block No. 13,Hyderabad- (T.S. regn.),,500018
DLT Metering CT's,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",4120-08 Dtd: 22.11.2023,21.11.2025,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
LT Metering PT's,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",4120-08 Dtd: 22.11.2023,21.11.2025,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
LT Metering Cubicle,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",4120-08 Dtd: 22.11.2023,21.11.2025,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
9 Mtr PSC Poles W.L. 200Kg,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-48 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
9 Mtr RCC poles W.L. 200 Kg,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-48 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
9 Mtr RCC poles W.L. 115 Kg,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-48 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
9 Mtr RCC poles W.L. 145 Kg,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-48 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596,M/s. Vedant Switchgears,No.150,Bangalore-. Prop: Smt. P.S. Vedavathi,,560058
11KV 200A S/S GO's (Porcelain & Polymeric),"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895,M/s. Shivram Industries,Near Shivram Campus,Tq: & Dist: Kalaburagi-.  /,,585102
11KV 200A D/O Fuse GO's (Porcelain & Polymeric),"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895,M/s. Shivram Industries,Near Shivram Campus,Tq: & Dist: Kalaburagi-.  /,,585102
LT Pole Structure,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895,M/s. Shivram Industries,Near Shivram Campus,Tq: & Dist: Kalaburagi-.  /,,585102
LT Protection Kit 5/8/9/11C,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895,M/s. Shivram Industries,Near Shivram Campus,Tq: & Dist: Kalaburagi-.  /,,585102
Cast iron pipe type Earth Electrode for stations,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895,M/s. Shivram Industries,Near Shivram Campus,Tq: & Dist: Kalaburagi-.  /,,585102
GI pipe type Earth Electrode for stations,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895,M/s. Shivram Industries,Near Shivram Campus,Tq: & Dist: Kalaburagi-.  /,,585102
