Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber
11KV 10KN Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
33KV 70KN Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
11KV 5KN Polymer Pin Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
33KV 10KA Lightning Arrester,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
ACSR Rabbit Conductor,"M/s. Jain Electrical Industry, Sy. No: 490/1k, Behind Bharat Petroleum Pump, Sedam Road, IND. 585104, Dist: Kalaburagi. Ph: 9900466616",31539 Date: 11.09.2024,10.09.2026,02 Years,9900466616
ACSR Weasel Conductor,"M/s. Jain Electrical Industry, Sy. No: 490/1k, Behind Bharat Petroleum Pump, Sedam Road, IND. 585104, Dist: Kalaburagi. Ph: 9900466616",31539 Date: 11.09.2024,10.09.2026,02 Years,9900466616
"25KVA, 63KVA and 100KVA Aluminium Wound CRGO Core, EE/1 (Star-","M/s. Jain Electrical Industry, Sy. No: 490/1k, Behind Bharat Petroleum Pump, Sedam Road, IND. 585104, Dist: Kalaburagi. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616
Rated Distribution Transformer,"M/s. Jain Electrical Industry, Sy. No: 490/1k, Behind Bharat Petroleum Pump, Sedam Road, IND. 585104, Dist: Kalaburagi. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616
11 KV LT AB Cable Jointing Kits,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
LT AB Cable Jointing Kits,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
LT PVC Cable Jointing Kits,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
11 KV Polymer Pin Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
11 KV Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
33 KV Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
33 KV Polymer Pin Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
33 KV Lightning Arrester,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082
ACSR Rabbit Conductor,"M/s. Jain Electrical Industry, Sy. No. 490/1K, Behind Bharat Petroleum Pump, Sedam Road, Kalaburagi-585104. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616
ACSR Weasel Conductor,"M/s. Jain Electrical Industry, Sy. No. 490/1K, Behind Bharat Petroleum Pump, Sedam Road, Kalaburagi-585104. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616
"25KVA, 63KVA, 100KVA Aluminium Wound CRGO Core, EE/1 (Star-","M/s. Jain Electrical Industry, Sy. No. 490/1K, Behind Bharat Petroleum Pump, Sedam Road, Kalaburagi-585104. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616
Rated Distribution Transformer,"M/s. Jain Electrical Industry, Sy. No. 490/1K, Behind Bharat Petroleum Pump, Sedam Road, Kalaburagi-585104. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616
"11kV Horizontal Cross Arm with Top Support Clamps, Nut and Bolts","M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
Pin Cross Arm with Top Support Clamps and Nut bolts,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
33kV Pin Cross Arm with Top Support Clamps and Nut bolts,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
LT Top Support Clamps and Nut bolts,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
HT Top Support Clamps and Nut bolts,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
Structure Earthing,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
DP Structure GI Strip,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
VT Clamps,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
"Guy Set (Guy Insulator, Guy Wire, Pole Clamps etc.)","M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
GI Clamps & device for Pole Clamps,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214
11kV Indoor Resin Cast CT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
11kV Indoor Resin Cast PT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
33kV Outdoor Oil Cooled CT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
11kV Outdoor Oil Cooled CT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
33kV Outdoor Oil Cooled PT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
11kV Outdoor Oil Cooled PT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
HT Oil Cooled CT up to 33kV,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
HT Oil Cooled PT up to 33kV,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
"VT 440/3/1.1/0.3/3.2 Accuracy, 5VA Burden","M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624
"25kVA, 63kVA Aluminium Wound, CRGO Core, EE1.4 (Step-","M/s. K.V.T. Associates, Plot No. 12/B/2, Survey No. 91, Industrial Area, KSSIDC, Munigul, Anekal Taluk, Bangalore Road. Ph: 9535319507 / 9845098007",3112-92 Dtd: 12.03.2025,11.03.2027,02 Years,9535319507 / 9845098007
Distribution Transformer,"M/s. K.V.T. Associates, Plot No. 12/B/2, Survey No. 91, Industrial Area, KSSIDC, Munigul, Anekal Taluk, Bangalore Road. Ph: 9535319507 / 9845098007",3112-92 Dtd: 12.03.2025,11.03.2027,02 Years,9535319507 / 9845098007
"100kVA Aluminium Wound CRGO Core, EE2.5 (Step-","M/s. K.V.T. Associates, Plot No. 12/B/2, Survey No. 91, Industrial Area, KSSIDC, Munigul, Anekal Taluk, Bangalore Road. Ph: 9535319507 / 9845098007",3112-92 Dtd: 12.03.2025,11.03.2027,02 Years,9535319507 / 9845098007
Distribution Transformer,"M/s. K.V.T. Associates, Plot No. 12/B/2, Survey No. 91, Industrial Area, KSSIDC, Munigul, Anekal Taluk, Bangalore Road. Ph: 9535319507 / 9845098007",3112-92 Dtd: 12.03.2025,11.03.2027,02 Years,9535319507 / 9845098007
M+3 Towers (33/11KV),"M/s. Mansi Fabricators, Plot No. 17, K.K. Owners Society, Dhoopally, Hyderabad - 500003, Telangana. Ph: 9849355955",33769-74 Dt: 01.10.2024,30.09.2026,02 Years,9849355955
M+1 Towers (33/11KV),"M/s. Mansi Fabricators, Plot No. 17, K.K. Owners Society, Dhoopally, Hyderabad - 500003, Telangana. Ph: 9849355955",33769-74 Dt: 01.10.2024,30.09.2026,02 Years,9849355955
M+0 Towers (33/11KV),"M/s. Mansi Fabricators, Plot No. 17, K.K. Owners Society, Dhoopally, Hyderabad - 500003, Telangana. Ph: 9849355955",33769-74 Dt: 01.10.2024,30.09.2026,02 Years,9849355955
RCCC Mr Pole 4.5 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834
RCCC Mr Pole 8 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834
RCCC Mr Pole 9 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834
RCCC Mr Pole 10 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834
RCCC Mr Pole 11 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834
RCCC Mr Pole 12 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834
11 kV KSN Polymer Disc Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345
11 kV KSN Composite Pin Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345
11 kV KSN Composite RDS Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345
33 kV KSN Polymer Disc Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345
33 kV KSN Polymer RDS Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345
33 kV KSN Polymer Pin Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345
9 kV 5 kA Polymer Lightning Arrestors,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345
ACSR Rabbit Conductor,"M/s. Novayughe Industries (E), Plot No. SPL-14 (E), Industrial Estate, Bais Godam Camp, SMS Chauraha, Jaipur - 302006. Ph: 8948527247, 8948527247, 9880131243",60374-29 Dt: 27.01.2025,26.01.2025,02 Years,8948527247 / 8948527247 / 9880131243
ACSR Weasel Conductor,"M/s. Novayughe Industries (E), Plot No. SPL-14 (E), Industrial Estate, Bais Godam Camp, SMS Chauraha, Jaipur - 302006. Ph: 8948527247, 8948527247, 9880131243",60374-29 Dt: 27.01.2025,26.01.2025,02 Years,8948527247 / 8948527247 / 9880131243
"11kV, 3 CT PT Metering Cubicle","M/s. Omega Switchgear, No.12, Byadarahalli Industrial Area, Bangalore-560091. Ph: 9902040357 / 9900440888",60689-75 Dtd: 27.01.2025,26.01.2027,02 Years,9902040357 / 9900440888
"11kV, 3 CT PT Metering Cubicle with LBS","M/s. Omega Switchgear, No.12, Byadarahalli Industrial Area, Bangalore-560091. Ph: 9902040357 / 9900440888",60689-75 Dtd: 27.01.2025,26.01.2027,02 Years,9902040357 / 9900440888
11kV CT PT Metering Cubicle,"M/s. Omega Switchgear, No.12, Byadarahalli Industrial Area, Bangalore-560091. Ph: 9902040357 / 9900440888",60689-75 Dtd: 27.01.2025,26.01.2027,02 Years,9902040357 / 9900440888
11kV HT 630 Amp Load Break Switch/Bus Panel,"M/s. Omega Switchgear, No.12, Byadarahalli Industrial Area, Bangalore-560091. Ph: 9902040357 / 9900440888",60689-75 Dtd: 27.01.2025,26.01.2027,02 Years,9902040357 / 9900440888
"33kV, 75kN Polymer Disc Insulators","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
8 SWG GI Wire,"M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
"Clamps, Pins and Binding Accessories","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
"10kV, 10kA Lightning Arrestors","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
"10kV, 5kA Lightning Arrestors","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
"11kV, 200 Amps Single Pole Break, GOS","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
"11kV, 5kA, K-5 GOS","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
"Dead End Clamps, Binding Accessories","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
Piercing connector for AB Cable (Main-95 sqmm Tap-16/35 sqmm),"M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
LT Wiring Kit,"M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,
"CTs and PTs Resin cast, Oil filled for outdoor application up to 33 kV voltage class","M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450
"CTs and PTs Resin Cast, Oil filled","M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450
"11kV, 3 CT PT Metering Cubicle","M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450
3 Phase LT CT operated Energy meter with 0.5 class Accuracy,"M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450
Indoor Resin cast CTs with 0.2 class Accuracy,"M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450
Indoor Resin cast 1 Phase PTs with 0.2 class Accuracy,"M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450
"25kVA, 63kVA, 100kVA, 250kVA, 500kVA, 750kVA, 1000kVA, 1500kVA, 2000kVA, 2500kVA, 3000kVA, 5000kVA, 7500kVA, 10000kVA, 12500kVA, 16000kVA, 20000kVA, 25000kVA, 31500kVA, 40000kVA, 50000kVA, 63000kVA, 75000kVA, 100000kVA, 125000kVA, 160000kVA, 200000kVA, 250000kVA, 315000kVA, 400000kVA, 500000kVA, 630000kVA, 750000kVA, 1000000kVA, 1250000kVA, 1600000kVA, 2000000kVA, 2500000kVA, 3150000kVA, 4000000kVA, 5000000kVA, 6300000kVA, 7500000kVA, 10000000kVA, 12500000kVA, 16000000kVA, 20000000kVA, 25000000kVA, 31500000kVA, 40000000kVA, 50000000kVA, 63000000kVA, 75000000kVA, 100000000kVA, 125000000kVA, 160000000kVA, 200000000kVA, 250000000kVA, 315000000kVA, 400000000kVA, 500000000kVA, 630000000kVA, 750000000kVA, 1000000000kVA","M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999
ACSR Rabbit Conductor,"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999
ACSR Weasel Conductor,"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999
ACSR Coyote Conductor,"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999
33kV Outdoor Type Oil Cooled CTs,"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999
M+3 Towers (33kV),"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999
M+6 Towers (33kV),"M/s. Power Line Electric India Pvt. Ltd., Plot No. 3, Sector-3, Industrial Growth Centre, Bawal, Rewari, Haryana-123501. Ph: 9999999999",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,9999999999
